indicatorId,geoUnit,year,type,subtype,value
20063,AZE,2008,Data Status,Data reporting,NA
20063,AZE,2008,Source,Data sources,UIS Education Survey
20063,AZE,2009,Data Status,Data reporting,NA
20063,AZE,2009,Source,Data sources,UIS Education Survey
20063,AZE,2010,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2011,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2012,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2013,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2014,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2017,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,AZE,2024,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,BDI,2000,Data Status,Data reporting,NA
20063,BDI,2000,Source,Data sources,UIS Education Survey
20063,BDI,2001,Data Status,Data reporting,NA
20063,BDI,2001,Source,Data sources,UIS Education Survey
20063,BDI,2002,Data Status,Data reporting,NA
20063,BDI,2002,Source,Data sources,UIS Education Survey
20063,BDI,2003,Data Status,Data reporting,NA
20063,BDI,2003,Source,Data sources,UIS Education Survey
20063,BDI,2004,Data Status,Data reporting,NA
20063,BDI,2004,Source,Data sources,UIS Education Survey
20063,BDI,2005,Data Status,Data reporting,NA
20063,BDI,2005,Source,Data sources,UIS Education Survey
20063,BDI,2006,Data Status,Data reporting,NA
